id,source,headline,url,checkworthy,sentiment,raw_response,model,checkworthy_confidence,sentiment_confidence
347,Dhaka Tribune,বিশ্বকাপে মাঠ কাঁপাবেন যে ১০ খেলোয়াড়,https://bangla.dhakatribune.com/sport/103661/%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%95%E0%A6%BE%E0%A6%AA%E0%A7%87-%E0%A6%AE%E0%A6%BE%E0%A6%A0-%E0%A6%95%E0%A6%BE%E0%A6%81%E0%A6%AA%E0%A6%BE%E0%A6%AC%E0%A7%87%E0%A6%A8-%E0%A6%AF%E0%A7%87-%E0%A7%A7%E0%A7%A6-%E0%A6%96%E0%A7%87%E0%A6%B2%E0%A7%8B%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%A1%E0%A6%BC,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.97,0.93
348,Dhaka Tribune,টানা দ্বিতীয়বার চ্যাম্পিয়ন্স লিগের ট্রফি পিএসজির ঘরে,https://bangla.dhakatribune.com/sport/103603/%E0%A6%9F%E0%A6%BE%E0%A6%A8%E0%A6%BE-%E0%A6%A6%E0%A7%8D%E0%A6%AC%E0%A6%BF%E0%A6%A4%E0%A7%80%E0%A7%9F%E0%A6%AC%E0%A6%BE%E0%A6%B0-%E0%A6%9A%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A7%9F%E0%A6%A8%E0%A7%8D%E0%A6%B8-%E0%A6%B2%E0%A6%BF%E0%A6%97%E0%A7%87%E0%A6%B0-%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%AB%E0%A6%BF-%E0%A6%AA%E0%A6%BF%E0%A6%8F%E0%A6%B8%E0%A6%9C%E0%A6%BF%E0%A6%B0,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.96}",gemma-3-4b-it,0.99,0.96
349,Dhaka Tribune,চ্যাম্পিয়ন্স লিগের সেরার মুকুট কার মাথায় উঠবে?,https://bangla.dhakatribune.com/sport/103593/%E0%A6%9A%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A7%9F%E0%A6%A8%E0%A7%8D%E0%A6%B8-%E0%A6%B2%E0%A6%BF%E0%A6%97%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A7%87%E0%A6%B0%E0%A6%BE%E0%A6%B0-%E0%A6%AE%E0%A7%81%E0%A6%95%E0%A7%81%E0%A6%9F-%E0%A6%95%E0%A6%BE%E0%A6%B0-%E0%A6%AE%E0%A6%BE%E0%A6%A5%E0%A6%BE%E0%A7%9F-%E0%A6%89%E0%A6%A0%E0%A6%AC%E0%A7%87,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.96,0.88
350,Dhaka Tribune,বিনামূল্যে ইউটিউবে দেখা যাবে বিশ্বকাপ ফুটবল,https://bangla.dhakatribune.com/sport/103585/%E0%A6%AC%E0%A6%BF%E0%A6%A8%E0%A6%BE%E0%A6%AE%E0%A7%82%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A7%87-%E0%A6%87%E0%A6%89%E0%A6%9F%E0%A6%BF%E0%A6%89%E0%A6%AC%E0%A7%87-%E0%A6%A6%E0%A7%87%E0%A6%96%E0%A6%BE-%E0%A6%AF%E0%A6%BE%E0%A6%AC%E0%A7%87-%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%95%E0%A6%BE%E0%A6%AA-%E0%A6%AB%E0%A7%81%E0%A6%9F%E0%A6%AC%E0%A6%B2,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.97}",gemma-3-4b-it,0.99,0.97
351,Dhaka Tribune,"বিশ্বকাপের সবচেয়ে দামি ফুটবলার, শীর্ষ দশে যারা",https://bangla.dhakatribune.com/sport/103574/%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%95%E0%A6%BE%E0%A6%AA%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%AC%E0%A6%9A%E0%A7%87%E0%A7%9F%E0%A7%87-%E0%A6%A6%E0%A6%BE%E0%A6%AE%E0%A6%BF-%E0%A6%AB%E0%A7%81%E0%A6%9F%E0%A6%AC%E0%A6%B2%E0%A6%BE%E0%A6%B0-%E0%A6%B6%E0%A7%80%E0%A6%B0%E0%A7%8D%E0%A6%B7-%E0%A6%A6%E0%A6%B6%E0%A7%87-%E0%A6%AF%E0%A6%BE%E0%A6%B0%E0%A6%BE,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.98,0.85
352,Dhaka Tribune,ব্রাজিল ভক্তদের র‍্যালিতে আর্জেন্টিনা ভক্তদের 7up বিতরণ,https://bangla.dhakatribune.com/sport/103565/%E0%A6%AC%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A6%BF%E0%A6%B2-%E0%A6%AD%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%A6%E0%A7%87%E0%A6%B0-%E0%A6%B0%E2%80%8D%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B2%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%86%E0%A6%B0%E0%A7%8D%E0%A6%9C%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%BF%E0%A6%A8%E0%A6%BE-%E0%A6%AD%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%A6%E0%A7%87%E0%A6%B0-7up,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.78}",gemma-3-4b-it,0.96,0.78
353,Dhaka Tribune,"বিশ্বকাপের ১৩ দিন বাকি, এখনও ভিসা মেলেনি ইরান দলের",https://bangla.dhakatribune.com/sport/103546/%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%95%E0%A6%BE%E0%A6%AA%E0%A7%87%E0%A6%B0-%E0%A7%A7%E0%A7%A9-%E0%A6%A6%E0%A6%BF%E0%A6%A8-%E0%A6%AC%E0%A6%BE%E0%A6%95%E0%A6%BF-%E0%A6%8F%E0%A6%96%E0%A6%A8%E0%A6%93-%E0%A6%AD%E0%A6%BF%E0%A6%B8%E0%A6%BE-%E0%A6%AE%E0%A7%87%E0%A6%B2%E0%A7%87%E0%A6%A8%E0%A6%BF-%E0%A6%87%E0%A6%B0%E0%A6%BE%E0%A6%A8-%E0%A6%A6%E0%A6%B2%E0%A7%87%E0%A6%B0,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.82}",gemma-3-4b-it,0.97,0.82
354,Dhaka Tribune,আর্জেন্টিনার বিশ্বকাপ দলে চূড়ান্তভাবে জায়গা পেলেন যারা,https://bangla.dhakatribune.com/sport/103524/%E0%A6%86%E0%A6%B0%E0%A7%8D%E0%A6%9C%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%BF%E0%A6%A8%E0%A6%BE%E0%A6%B0-%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%95%E0%A6%BE%E0%A6%AA-%E0%A6%A6%E0%A6%B2%E0%A7%87-%E0%A6%9A%E0%A7%82%E0%A7%9C%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A6%AD%E0%A6%BE%E0%A6%AC%E0%A7%87-%E0%A6%9C%E0%A6%BE%E0%A7%9F%E0%A6%97%E0%A6%BE-%E0%A6%AA%E0%A7%87%E0%A6%B2%E0%A7%87%E0%A6%A8,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.99,0.95
355,Dhaka Tribune,মেসিকে নিয়েই আর্জেন্টিনার বিশ্বকাপ দল ঘোষণা,https://bangla.dhakatribune.com/sport/103523/%E0%A6%AE%E0%A7%87%E0%A6%B8%E0%A6%BF%E0%A6%95%E0%A7%87-%E0%A6%A8%E0%A6%BF%E0%A7%9F%E0%A7%87%E0%A6%87-%E0%A6%86%E0%A6%B0%E0%A7%8D%E0%A6%9C%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%BF%E0%A6%A8%E0%A6%BE%E0%A6%B0-%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%95%E0%A6%BE%E0%A6%AA-%E0%A6%A6%E0%A6%B2-%E0%A6%98%E0%A7%8B%E0%A6%B7%E0%A6%A3%E0%A6%BE,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.97,0.88
356,Dhaka Tribune,হামজার পর প্রিমিয়ার লিগের আরো এক ফুটবলার বাংলাদেশ দলে আসছে,https://bangla.dhakatribune.com/sport/103436/%E0%A6%B9%E0%A6%BE%E0%A6%AE%E0%A6%9C%E0%A6%BE%E0%A6%B0-%E0%A6%AA%E0%A6%B0-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%BF%E0%A6%AE%E0%A6%BF%E0%A7%9F%E0%A6%BE%E0%A6%B0-%E0%A6%B2%E0%A6%BF%E0%A6%97%E0%A7%87%E0%A6%B0-%E0%A6%86%E0%A6%B0%E0%A7%8B-%E0%A6%8F%E0%A6%95-%E0%A6%AB%E0%A7%81%E0%A6%9F%E0%A6%AC%E0%A6%B2%E0%A6%BE%E0%A6%B0-%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.98,0.85
357,Dhaka Tribune,২০২৬ বিশ্বকাপে নতুন কী দেখা যাবে?,https://bangla.dhakatribune.com/sport/103259/%E0%A7%A8%E0%A7%A6%E0%A7%A8%E0%A7%AC-%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%95%E0%A6%BE%E0%A6%AA%E0%A7%87-%E0%A6%A8%E0%A6%A4%E0%A7%81%E0%A6%A8-%E0%A6%95%E0%A7%80-%E0%A6%A6%E0%A7%87%E0%A6%96%E0%A6%BE-%E0%A6%AF%E0%A6%BE%E0%A6%AC%E0%A7%87,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.92, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.78}",gemma-3-4b-it,0.92,0.78
358,Dhaka Tribune,দলের সাফল্যের কৃতিত্ব খেলোয়াড় ও কোচদেরই: তামিম ইকবাল,https://bangla.dhakatribune.com/sport/103206/%E0%A6%A6%E0%A6%B2%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%BE%E0%A6%AB%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A7%87%E0%A6%B0-%E0%A6%95%E0%A7%83%E0%A6%A4%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%AC-%E0%A6%96%E0%A7%87%E0%A6%B2%E0%A7%8B%E0%A7%9F%E0%A6%BE%E0%A7%9C-%E0%A6%93-%E0%A6%95%E0%A7%8B%E0%A6%9A%E0%A6%A6%E0%A7%87%E0%A6%B0%E0%A6%87-%E0%A6%A4%E0%A6%BE%E0%A6%AE%E0%A6%BF%E0%A6%AE,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.95, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.95,0.88
359,Dhaka Tribune,"আঙুল ভাঙলো আর্জেন্টাইন তারকার, বিশ্বকাপে খেলা নিয়ে শঙ্কা",https://bangla.dhakatribune.com/sport/103194/%E0%A6%86%E0%A6%99%E0%A7%81%E0%A6%B2-%E0%A6%AD%E0%A6%BE%E0%A6%99%E0%A6%B2%E0%A7%8B-%E0%A6%86%E0%A6%B0%E0%A7%8D%E0%A6%9C%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%BE%E0%A6%87%E0%A6%A8-%E0%A6%A4%E0%A6%BE%E0%A6%B0%E0%A6%95%E0%A6%BE%E0%A6%B0-%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%95%E0%A6%BE%E0%A6%AA%E0%A7%87-%E0%A6%96%E0%A7%87%E0%A6%B2%E0%A6%BE-%E0%A6%A8%E0%A6%BF%E0%A7%9F%E0%A7%87,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.82}",gemma-3-4b-it,0.97,0.82
360,Dhaka Tribune,আর্জেন্টিনার সমর্থকদের সহযোগিতায় ৪০০ ফুটের ব্রাজিল পতাকা,https://bangla.dhakatribune.com/sport/103189/%E0%A6%86%E0%A6%B0%E0%A7%8D%E0%A6%9C%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%BF%E0%A6%A8%E0%A6%BE%E0%A6%B0-%E0%A6%B8%E0%A6%AE%E0%A6%B0%E0%A7%8D%E0%A6%A5%E0%A6%95%E0%A6%A6%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%B9%E0%A6%AF%E0%A7%8B%E0%A6%97%E0%A6%BF%E0%A6%A4%E0%A6%BE%E0%A7%9F-%E0%A7%AA%E0%A7%A6%E0%A7%A6-%E0%A6%AB%E0%A7%81%E0%A6%9F%E0%A7%87%E0%A6%B0-%E0%A6%AC%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A6%BF%E0%A6%B2,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.93, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.86}",gemma-3-4b-it,0.93,0.86
361,Dhaka Tribune,পাকিস্তানকে হোয়াইটওয়াশ করে ইতিহাস গড়লো টাইগাররা,https://bangla.dhakatribune.com/sport/103120/%E0%A6%AA%E0%A6%BE%E0%A6%95%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BE%E0%A6%A8%E0%A6%95%E0%A7%87-%E0%A6%B9%E0%A7%8B%E0%A7%9F%E0%A6%BE%E0%A6%87%E0%A6%9F%E0%A6%93%E0%A7%9F%E0%A6%BE%E0%A6%B6-%E0%A6%95%E0%A6%B0%E0%A7%87-%E0%A6%87%E0%A6%A4%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B8-%E0%A6%97%E0%A7%9C%E0%A6%B2%E0%A7%8B-%E0%A6%9F%E0%A6%BE%E0%A6%87%E0%A6%97%E0%A6%BE%E0%A6%B0%E0%A6%B0%E0%A6%BE,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
362,Dhaka Tribune,বিশ্বকাপ: ক্যারিয়ারের শেষ খেলা দেখাবেন রোনালদো,https://bangla.dhakatribune.com/sport/103106/%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%95%E0%A6%BE%E0%A6%AA-%E0%A6%95%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B0%E0%A6%BF%E0%A7%9F%E0%A6%BE%E0%A6%B0%E0%A7%87%E0%A6%B0-%E0%A6%B6%E0%A7%87%E0%A6%B7-%E0%A6%96%E0%A7%87%E0%A6%B2%E0%A6%BE-%E0%A6%A6%E0%A7%87%E0%A6%96%E0%A6%BE%E0%A6%AC%E0%A7%87%E0%A6%A8-%E0%A6%B0%E0%A7%8B%E0%A6%A8%E0%A6%BE%E0%A6%B2%E0%A6%A6%E0%A7%8B,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.96}",gemma-3-4b-it,0.97,0.96
363,Dhaka Tribune,ব্রাজিলের চূড়ান্ত স্কোয়াড: ২৬ সদস্যের শীর্ষে নেইমার ও কাসেমিরো,https://bangla.dhakatribune.com/sport/103101/%E0%A6%AC%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A6%BF%E0%A6%B2%E0%A7%87%E0%A6%B0-%E0%A6%9A%E0%A7%82%E0%A7%9C%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A4-%E0%A6%B8%E0%A7%8D%E0%A6%95%E0%A7%8B%E0%A7%9F%E0%A6%BE%E0%A6%A1-%E0%A7%A8%E0%A7%AC-%E0%A6%B8%E0%A6%A6%E0%A6%B8%E0%A7%8D%E0%A6%AF%E0%A7%87%E0%A6%B0-%E0%A6%B6%E0%A7%80%E0%A6%B0%E0%A7%8D%E0%A6%B7%E0%A7%87,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.99,0.85
364,Dhaka Tribune,"মুশফিক পৌঁছাল ১৬,০০০ রানের মাইফলকে",https://bangla.dhakatribune.com/sport/103052/%E0%A6%AE%E0%A7%81%E0%A6%B6%E0%A6%AB%E0%A6%BF%E0%A6%95-%E0%A6%AA%E0%A7%8C%E0%A6%81%E0%A6%9B%E0%A6%BE%E0%A6%B2-%E0%A7%A7%E0%A7%AC-%E0%A7%A6%E0%A7%A6%E0%A7%A6-%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%87%E0%A6%B0-%E0%A6%AE%E0%A6%BE%E0%A6%87%E0%A6%AB%E0%A6%B2%E0%A6%95%E0%A7%87,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.92}",gemma-3-4b-it,0.96,0.92
365,Dhaka Tribune,দল ঘোষণার ঠিক আগ মুহূর্তে নেইমারের বার্তা,https://bangla.dhakatribune.com/sport/103037/%E0%A6%A6%E0%A6%B2-%E0%A6%98%E0%A7%8B%E0%A6%B7%E0%A6%A3%E0%A6%BE%E0%A6%B0-%E0%A6%A0%E0%A6%BF%E0%A6%95-%E0%A6%86%E0%A6%97-%E0%A6%AE%E0%A7%81%E0%A6%B9%E0%A7%82%E0%A6%B0%E0%A7%8D%E0%A6%A4%E0%A7%87-%E0%A6%A8%E0%A7%87%E0%A6%87%E0%A6%AE%E0%A6%BE%E0%A6%B0%E0%A7%87%E0%A6%B0-%E0%A6%AC%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%A4%E0%A6%BE,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.94, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.94,0.88
366,Dhaka Tribune,বিসিবি নির্বাচনের তফসিল ঘোষণা,https://bangla.dhakatribune.com/sport/102969/%E0%A6%AC%E0%A6%BF%E0%A6%B8%E0%A6%BF%E0%A6%AC%E0%A6%BF-%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%9A%E0%A6%A8%E0%A7%87%E0%A6%B0-%E0%A6%A4%E0%A6%AB%E0%A6%B8%E0%A6%BF%E0%A6%B2-%E0%A6%98%E0%A7%8B%E0%A6%B7%E0%A6%A3%E0%A6%BE,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
367,Dhaka Tribune,আইসিসির মাসসেরা ক্রিকেটার নাহিদ রানা,https://bangla.dhakatribune.com/sport/102882/%E0%A6%86%E0%A6%87%E0%A6%B8%E0%A6%BF%E0%A6%B8%E0%A6%BF%E0%A6%B0-%E0%A6%AE%E0%A6%BE%E0%A6%B8%E0%A6%B8%E0%A7%87%E0%A6%B0%E0%A6%BE-%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A6%BF%E0%A6%95%E0%A7%87%E0%A6%9F%E0%A6%BE%E0%A6%B0-%E0%A6%A8%E0%A6%BE%E0%A6%B9%E0%A6%BF%E0%A6%A6-%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A6%BE,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.96}",gemma-3-4b-it,0.97,0.96
368,Dhaka Tribune,বিশ্বকাপ ঘিরে ফুটবল সমর্থকদের জন্য ভিসা বন্ড শিথিল করলো যুক্তরাষ্ট্র,https://bangla.dhakatribune.com/sport/102869/%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%95%E0%A6%BE%E0%A6%AA-%E0%A6%98%E0%A6%BF%E0%A6%B0%E0%A7%87-%E0%A6%AB%E0%A7%81%E0%A6%9F%E0%A6%AC%E0%A6%B2-%E0%A6%B8%E0%A6%AE%E0%A6%B0%E0%A7%8D%E0%A6%A5%E0%A6%95%E0%A6%A6%E0%A7%87%E0%A6%B0-%E0%A6%9C%E0%A6%A8%E0%A7%8D%E0%A6%AF-%E0%A6%AD%E0%A6%BF%E0%A6%B8%E0%A6%BE-%E0%A6%AC%E0%A6%A8%E0%A7%8D%E0%A6%A1-%E0%A6%B6%E0%A6%BF%E0%A6%A5%E0%A6%BF%E0%A6%B2,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.99,0.88
369,Dhaka Tribune,বিসিবির নির্বাচন নিয়ে যা জানা গেল,https://bangla.dhakatribune.com/sport/102811/%E0%A6%AC%E0%A6%BF%E0%A6%B8%E0%A6%BF%E0%A6%AC%E0%A6%BF%E0%A6%B0-%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%9A%E0%A6%A8-%E0%A6%A8%E0%A6%BF%E0%A7%9F%E0%A7%87-%E0%A6%AF%E0%A6%BE-%E0%A6%9C%E0%A6%BE%E0%A6%A8%E0%A6%BE-%E0%A6%97%E0%A7%87%E0%A6%B2,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.92}",gemma-3-4b-it,0.96,0.92
370,Dhaka Tribune,ব্রাজিলের বিশ্বকাপ দলে যেকারণে ঝুলে আছে নেইমারের ভাগ্য,https://bangla.dhakatribune.com/sport/102808/%E0%A6%AC%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A6%BF%E0%A6%B2%E0%A7%87%E0%A6%B0-%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%95%E0%A6%BE%E0%A6%AA-%E0%A6%A6%E0%A6%B2%E0%A7%87-%E0%A6%AF%E0%A7%87%E0%A6%95%E0%A6%BE%E0%A6%B0%E0%A6%A3%E0%A7%87-%E0%A6%9D%E0%A7%81%E0%A6%B2%E0%A7%87-%E0%A6%86%E0%A6%9B%E0%A7%87-%E0%A6%A8%E0%A7%87%E0%A6%87%E0%A6%AE%E0%A6%BE%E0%A6%B0%E0%A7%87%E0%A6%B0,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.95, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.95,0.85
371,Dhaka Tribune,দেশের মাটিতে পাকিস্তানের বিপক্ষে বাংলাদেশের টেস্ট জয়,https://bangla.dhakatribune.com/sport/102770/%E0%A6%A6%E0%A7%87%E0%A6%B6%E0%A7%87%E0%A6%B0-%E0%A6%AE%E0%A6%BE%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%AA%E0%A6%BE%E0%A6%95%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BE%E0%A6%A8%E0%A7%87%E0%A6%B0-%E0%A6%AC%E0%A6%BF%E0%A6%AA%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A7%87-%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6%E0%A7%87%E0%A6%B0-%E0%A6%9F%E0%A7%87%E0%A6%B8%E0%A7%8D%E0%A6%9F,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
372,Dhaka Tribune,টি-টুয়েন্টি বিশ্বকাপ না খেলার ঘটনা তদন্তে কমিটি গঠন,https://bangla.dhakatribune.com/sport/102737/%E0%A6%9F%E0%A6%BF-%E0%A6%9F%E0%A7%81%E0%A7%9F%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%BF-%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%95%E0%A6%BE%E0%A6%AA-%E0%A6%A8%E0%A6%BE-%E0%A6%96%E0%A7%87%E0%A6%B2%E0%A6%BE%E0%A6%B0-%E0%A6%98%E0%A6%9F%E0%A6%A8%E0%A6%BE-%E0%A6%A4%E0%A6%A6%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A7%87-%E0%A6%95%E0%A6%AE%E0%A6%BF%E0%A6%9F%E0%A6%BF,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.97,0.88
